,address,latitude,link,longitude,name,price,tags,isGluten
547,1075 Cambridge St,42.373021,/restaurants/clover-hub/,-71.095229,Clover HUB,$,"setTargeting('cuisine', ['sandwiches', 'local-organic', 'vegetarian-friendly']);",1
548,209 Columbus Ave,42.347303,/restaurants/club-cafe/,-71.073478,Club Cafe,$$$,"setTargeting('cuisine', ['american-new', 'bistro', 'cocktails']);",0
549,233 River St,42.363028,/restaurants/coast-cafe/,-71.111688,Coast Cafe,$,"setTargeting('cuisine', ['southern-soul', 'american-traditional', 'barbecue']);",0
550,227 Hanover St,42.362931,/restaurants/cobblestone-cafe/,-71.055289,Cobblestone Cafe,$$$,"setTargeting('cuisine', ['american-traditional', 'bar-food']);",0
551,100 City Hall Plz,42.359555,/restaurants/cocobeet/,-71.058884,Cocobeet,$$,"setTargeting('cuisine', ['smoothies-juice-bar', 'local-organic', 'vegan', 'vegetarian-friendly']);",0
552,329 Columbus Ave,42.345984,/restaurants/coda/,-71.075116,Coda,$$$,"setTargeting('cuisine', ['american-traditional', 'american-new', 'cocktails']);",0
553,1638 Washington St,42.337897,/restaurants/code-10/,-71.075195,Code 10,$,"setTargeting('cuisine', ['sandwiches', 'hot-dogs']);",0
554,55 Fruit St,42.362639,/restaurants/coffee-central/,-71.068202,Coffee Central,$,"setTargeting('cuisine', ['cafes-coffeehouses']);",0
555,201 Brookline Ave,42.34347,/restaurants/cold-stone-creamery/,-71.1027,Cold Stone Creamery,$,"setTargeting('cuisine', ['desserts']);",1
556,94 Belvidere St,42.345903,/restaurants/cold-stone-creamery-2/,-71.083307,Cold Stone Creamery,$,"setTargeting('cuisine', ['desserts']);",1
557,50 Queensberry St,42.342745,/restaurants/college-pizza/,-71.097479,College Pizza,$$,"setTargeting('cuisine', ['pizza']);",0
558,1 Boylston St,42.323772,/restaurants/comellas-2/,-71.166141,Comella's,$$$,"setTargeting('cuisine', ['italian', 'pizza']);",0
559,85 Harvard Ave,42.353397,/restaurants/common-ground/,-71.132497,Common Ground,$$,"setTargeting('cuisine', ['american-traditional', 'irish', 'pizza']);",0
560,11 Broad Canal Way,42.363106,/restaurants/commonwealth/,-71.082768,Commonwealth,$$$,"setTargeting('cuisine', ['american-new', 'local-organic', 'cocktails']);",0
561,Location Varies,42.355952,/restaurants/compliments-food-truck/,-71.131282,Compliments Food Truck,$,"setTargeting('cuisine', ['sandwiches']);",0
562,1 Hotel Dr,42.365038,/restaurants/connollys-publik-house/,-71.025103,Connolly's Publik House,$$$$,"setTargeting('cuisine', ['bar-food', 'irish', 'new-england']);",0
563,329 Huntington Ave,42.340316,/restaurants/conor-larkins/,-71.088821,Conor Larkin's,$$,"setTargeting('cuisine', ['american-traditional', 'bar-food', 'burgers']);",0
564,171 Milk Street,42.358333,/restaurants/coogans/,-71.053589,Coogan's,$$,"setTargeting('cuisine', ['bar-food', 'burgers', 'pizza', 'cocktails']);",0
565,1096 Commonwealth Ave,42.351875,/restaurants/cookin-cafe-grill/,-71.124363,Cookin' Cafe &amp; Grill,$$,"setTargeting('cuisine', ['pizza', 'sandwiches']);",0
566,307 Harvard St,42.343072,/restaurants/coolidge-corner-clubhouse/,-71.123196,Coolidge Corner Clubhouse,$$$,"setTargeting('cuisine', ['american-traditional', 'bar-food', 'burgers']);",0
567,253 Shawmut Ave,42.343333,/restaurants/coppa/,-71.068721,Coppa,$$$,"setTargeting('cuisine', ['italian', 'pizza', 'small-plates-tapas']);",0
568,502 Massachusetts Ave,42.339197,/restaurants/corner-cafe/,-71.080495,Corner Cafe,$$,"setTargeting('cuisine', ['sandwiches', 'middle-eastern', 'mediterranean']);",0
569,654 Beacon St,42.351497,/restaurants/cornwalls/,-71.087196,Cornwall's,$$,"setTargeting('cuisine', ['british-traditional', 'bar-food']);",0
570,201 Harvard Street,42.339447,/restaurants/corrib-pub/,-71.121246,Corrib Pub,$$$,"setTargeting('cuisine', ['new-england', 'barbecue', 'american-traditional']);",0
571,396 Market St,42.350097,/restaurants/corrib-pub-restaurant/,-71.153297,Corrib Pub &amp; Restaurant,$$,"setTargeting('cuisine', ['irish', 'american-traditional', 'bar-food']);",0
572,2 South Station,42.352516,/restaurants/cosi-sandwich-bar/,-71.055737,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
573,133 Federal St,42.354172,/restaurants/cosi-sandwich-bar-3/,-71.056685,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
574,290 Main St,42.362206,/restaurants/cosi-sandwich-bar-7/,-71.085449,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
575,1 Harborside Dr,42.363275,/restaurants/cosi-sandwich-bar-8/,-71.025663,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
576,245 Summer St,42.351583,/restaurants/cosi-sandwich-bar-6/,-71.053745,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
577,14 Milk St,42.356647,/restaurants/cosi-sandwich-bar-2/,-71.05817,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
578,200 Terminal B Pier A,42.369543,/restaurants/cosi-sandwich-bar-9/,-71.020061,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
579,53 State St,42.358897,/restaurants/cosi-sandwich-bar-4/,-71.056652,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
580,125 High St,42.355812,/restaurants/cosi-sandwich-bar-5/,-71.052967,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
581,500 Terminal E,42.363275,/restaurants/cosi-sandwich-bar-10/,-71.025663,Cosi Sandwich Bar,$$,"setTargeting('cuisine', ['sandwiches', 'salads']);",0
582,723 Centre St,42.311258,/restaurants/costellos/,-71.114544,Costello's,$$,"setTargeting('cuisine', ['american-traditional', 'bar-food']);",0
583,498 Cambridge St,42.371629,/restaurants/court-house/,-71.084516,Court House,$$,"setTargeting('cuisine', ['seafood', 'barbecue']);",0
584,299 Cambridge St,42.371168,/restaurants/courtside/,-71.081239,Courtside,$,"setTargeting('cuisine', ['bar-food', 'pizza']);",0
585,853 Main St,42.363421,/restaurants/craigie-on-main/,-71.098646,Craigie On Main,$$$$$,"setTargeting('cuisine', ['american-new', 'french', 'local-organic', 'vegetarian-friendly', 'cocktails']);",0
586,75 Kneeland Ave,42.350385,/restaurants/crave/,-71.060648,Crave,$$,"setTargeting('cuisine', ['asian-fusion', 'chicken']);",0
587,8 Park Plz,42.351284,/restaurants/crazy-doughs-3/,-71.066102,Crazy Dough's,$,"setTargeting('cuisine', ['pizza']);",0
588,36 JFK St,42.37267,/restaurants/crazy-doughs/,-71.120123,Crazy Dough's,$$,"setTargeting('cuisine', ['pizza']);",0
589,2201 Commonwealth Ave,42.340186,/restaurants/crazy-doughs-4/,-71.16663,Crazy Dough's,$,"setTargeting('cuisine', ['pizza', 'sandwiches']);",0
590,1124 Boylston St,42.347114,/restaurants/crazy-doughs-2/,-71.089157,Crazy Dough's,$$,"setTargeting('cuisine', ['pizza']);",0
591,27 Brattle St,42.373296,/restaurants/crema-cafe/,-71.121097,Crema Cafe,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'sandwiches']);",0
592,512 Park Dr,42.347552,/restaurants/crispy-crepes-cafe/,-71.105825,Crispy Crepes Cafe,$$,"setTargeting('cuisine', ['crepes', 'cafes-coffeehouses', 'middle-eastern']);",0
593,1514 Tremont St,42.332352,/restaurants/crispy-dough-pizzeria/,-71.099701,Crispy Dough Pizzeria,$,"setTargeting('cuisine', ['italian']);",0
594,233 Elm St,42.394952,/restaurants/cristos-pizzeria/,-71.121453,Cristo's Pizzeria,$$,"setTargeting('cuisine', ['pizza', 'italian']);",0
595,176 Federal St,42.353637,/restaurants/crumbs/,-71.056133,Crumbs,$,"setTargeting('cuisine', ['desserts', 'bakeries']);",0
596,107 State St,42.359131,/restaurants/crush-pizzeria/,-71.054978,Crush Pizzeria,$$,"setTargeting('cuisine', ['pizza', 'sandwiches']);",0
597,20 Linden St,42.355532,/restaurants/crystal-restaurant/,-71.130778,Crystal Restaurant,$$$$$,"setTargeting('cuisine', ['russian', 'eastern-european', 'wild-game']);",0
598,795 Main St,42.363297,/restaurants/cuchi-cuchi/,-71.097346,Cuchi Cuchi,$$,"setTargeting('cuisine', ['eclectic-international', 'cocktails']);",0
599,350 Stuart St,42.349386,/restaurants/cuffs/,-71.072758,Cuffs,$$,"setTargeting('cuisine', ['irish', 'new-england', 'cocktails']);",0
600,1 Merrimac St,42.363324,/restaurants/cuppacoffee/,-71.060697,Cuppacoffee,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'australian']);",0
601,246 Tremont St,42.350759,/restaurants/cure-lounge/,-71.064944,Cure Lounge,$$$,"setTargeting('cuisine', ['eclectic-international']);",0
602,1335 Beacon St,42.341897,/restaurants/curry-house/,-71.122076,Curry House,$$,"setTargeting('cuisine', ['indian']);",0
603,2378 Massachusetts Ave,42.396769,/restaurants/curry-n-wok/,-71.129791,Curry N Wok,$$$,"setTargeting('cuisine', ['indian', 'sri-lankan']);",0
604,569 Cambridge St,42.371964,/restaurants/curry-thai/,-71.085711,Curry Thai,$$$,"setTargeting('cuisine', ['thai']);",0
605,284 Washington St,42.333187,/restaurants/cuttys/,-71.119428,Cutty's,$$,"setTargeting('cuisine', ['sandwiches', 'american-new']);",0
606,850 Harrison Ave,42.334897,/restaurants/dangelos-sandwich-shop-2/,-71.075295,D'Angelo's Sandwich Shop,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",1
607,100 Cambridgeside Pl,42.367297,/restaurants/dangelos-sandwich-shop-4/,-71.077996,D'Angelo's Sandwich Shop,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",1
608,50 Franklin St,42.355505,/restaurants/dangelos-sandwich-shop/,-71.058808,D'Angelo's Sandwich Shop,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",1
609,10 Park Plaza,42.35175,/restaurants/dangelos-sandwich-shop-7/,-71.06804,D'Angelo's Sandwich Shop,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",1
610,700 Atlantic Ave,42.351697,/restaurants/dangelos-sandwich-shop-6/,-71.056195,D'Angelo's Sandwich Shop,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",1
611,185 Devonshire St,42.355885,/restaurants/dguru/,-71.057636,D'Guru,$$,"setTargeting('cuisine', ['indian']);",0
612,1297 Broadway,42.405736,/restaurants/dguru-2/,-71.130957,D'Guru,$$,"setTargeting('cuisine', ['indian']);",0
613,182 Sumner St,42.369278,/restaurants/dparma/,-71.040833,D'Parma,$$$$,"setTargeting('cuisine', ['italian']);",0
614,162 Columbus Ave,42.349025,/restaurants/da-vinci/,-71.071467,Da Vinci,$$$$$,"setTargeting('cuisine', ['italian']);",1
615,474 Saratoga St,42.379997,/restaurants/dacoopas/,-71.027294,DaCoopa's,$,"setTargeting('cuisine', ['pizza', 'sandwiches', 'cheesesteaks']);",0
616,50 Church St,42.37426,/restaurants/dado-tea/,-71.120824,Dado Tea,$,"setTargeting('cuisine', ['teahouses', 'sandwiches', 'local-organic', 'cafes-coffeehouses']);",0
617,955 Massachusetts Ave,42.368997,/restaurants/dado-tea-2/,-71.110596,Dado Tea,$,"setTargeting('cuisine', ['teahouses', 'sandwiches', 'local-organic', 'cafes-coffeehouses']);",0
618,45 1/2 Mount Auburn St,42.371196,/restaurants/daedalus/,-71.116664,Daedalus,$$$,"setTargeting('cuisine', ['american-new', 'irish']);",0
619,415 Washington St,42.378296,/restaurants/dali/,-71.106396,Dali,$$$$,"setTargeting('cuisine', ['small-plates-tapas', 'spanish']);",0
620,395 Washington St,42.349097,/restaurants/daniels-bakery/,-71.154898,Daniel's Bakery,$,"setTargeting('cuisine', ['bakeries']);",0
621,40 Edwin H. Land Blvd,42.367963,/restaurants/dante/,-71.074507,dante,$$$$$,"setTargeting('cuisine', ['mediterranean', 'italian', 'french']);",1
622,130 N Beacon St,42.355314,/restaurants/darbar/,-71.146264,Darbar,$$,"setTargeting('cuisine', ['pakistani']);",0
623,604 Columbus Ave,42.339871,/restaurants/daryls-corner-bar-kitchen/,-71.082449,Darryl's Corner Bar &amp; Kitchen,$$$$,"setTargeting('cuisine', ['american-traditional', 'southern-soul', 'cocktails']);",0
624,2072 Massachusetts Ave,42.391035,/restaurants/darul-kabab/,-71.123274,Darul Kabab,$$,"setTargeting('cuisine', ['pakistani', 'indian']);",0
625,148 Mt. Auburn St,42.374101,/restaurants/darwins-ltd/,-71.12501,Darwin's Ltd,$$,"setTargeting('cuisine', ['sandwiches']);",0
626,1629 Cambridge St,42.374924,/restaurants/darwins-ltd-2/,-71.109424,Darwin's Ltd,$$,"setTargeting('cuisine', ['cafes-coffeehouses', 'sandwiches']);",0
627,5 Henshaw St,42.349441,/restaurants/dash-cafe/,-71.149721,Dash Cafe,$$,"setTargeting('cuisine', ['cafes-coffeehouses', 'sandwiches']);",0
628,81 Holland St,42.398724,/restaurants/daves-fresh-pasta/,-71.12416,Dave's Fresh Pasta,$$,"setTargeting('cuisine', ['delis', 'sandwiches', 'italian']);",0
629,75 Arlington St,42.350788,/restaurants/davios/,-71.070534,Davio's,$$$$$,"setTargeting('cuisine', ['italian', 'steakhouses']);",1
630,55 Boylston St,42.321748,/restaurants/davios-cucina/,-71.17073,Davio's Cucina,$$$$,"setTargeting('cuisine', ['italian']);",1
631,477 Cambridge St,42.353838,/restaurants/deep-ellum/,-71.137042,Deep Ellum,$$,"setTargeting('cuisine', ['bar-food', 'american-traditional', 'cocktails']);",0
632,250 Northern Ave,42.348905,/restaurants/del-friscos-double-eagle-steak-house/,-71.038268,Del Frisco's Double Eagle Steak House,$$$$$,"setTargeting('cuisine', ['steakhouses']);",0
633,85 Arch St,42.355122,/restaurants/deli-one/,-71.058614,Deli One,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",0
634,20 College Ave,42.397204,/restaurants/deli-icious/,-71.121992,Deli-icious,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",0
635,100 Chandler St,42.346297,/restaurants/delux-cafe/,-71.073295,Delux Cafe,$$,"setTargeting('cuisine', ['bar-food']);",0
636,16 Derne St,42.359454,/restaurants/derne-street-deli/,-71.063467,Derne Street Deli,$,"setTargeting('cuisine', ['delis', 'american-traditional']);",0
637,202 3rd Street,42.367697,/restaurants/desfina/,-71.081296,Desfina,$$$,"setTargeting('cuisine', ['greek']);",0
638,401 Massachusetts Ave,42.36357,/restaurants/desi-dhaba/,-71.100713,Desi Dhaba,$$$,"setTargeting('cuisine', ['indian']);",0
639,371 Commonwealth Ave,42.349296,/restaurants/deuxave/,-71.088951,Deuxave,$$$$$,"setTargeting('cuisine', ['american-new', 'french', 'local-organic']);",0
640,332 Washington St,42.349008,/restaurants/devlins/,-71.152707,Devlin's,$$$$,"setTargeting('cuisine', ['american-new', 'bar-food']);",0
641,4 N Market St,42.360423,/restaurants/dicks-last-resort/,-71.054314,Dick's Last Resort,$$,"setTargeting('cuisine', ['bar-food', 'burgers']);",0
642,257 Elm St,42.395716,/restaurants/diesel-cafe/,-71.121938,Diesel Cafe,$$,"setTargeting('cuisine', ['cafes-coffeehouses', 'sandwiches', 'local-organic']);",0
643,955 Boylston St,42.34797,/restaurants/dillons/,-71.085546,Dillon's,$$$,"setTargeting('cuisine', ['bar-food', 'gastropub']);",0
644,1095 Commonwealth Ave,42.349296,/restaurants/dim-sum-chef/,-71.088951,Dim Sum Chef,$$,"setTargeting('cuisine', ['chinese', 'dim-sum']);",0
645,272 Brookline St,42.357397,/restaurants/dimitrios-cuisine/,-71.108096,Dimitrios Cuisine,$$,"setTargeting('cuisine', ['greek', 'pizza', 'sandwiches']);",0
646,88 Harrison Ave,42.350748,/restaurants/ding-ho/,-71.061441,Ding Ho,$,"setTargeting('cuisine', ['chinese']);",0
647,141 Salem St,42.365297,/restaurants/dinos/,-71.055695,Dino's,$$,"setTargeting('cuisine', ['italian', 'sandwiches']);",0
648,222 Newbury St,42.349734,/restaurants/dirty-water-dough-co/,-71.081072,Dirty Water Dough Co.,$$,"setTargeting('cuisine', ['pizza', 'sandwiches']);",0
649,157 6th St,42.366386,/restaurants/discovery-cafe/,-71.086168,Discovery Cafe,$$,"setTargeting('cuisine', ['delis', 'sandwiches', 'pizza']);",0
650,246 Elm St,42.395358,/restaurants/diva-india-bistro/,-71.122204,Diva India Bistro,$$$,"setTargeting('cuisine', ['indian']);",0
651,1 Faneuil Hall Market Pl,42.359656,/restaurants/doghouse/,-71.055944,Doghouse,$,"setTargeting('cuisine', ['hot-dogs']);",0
652,411 Harvard St,42.345219,/restaurants/dok-bua-thai-kitchen/,-71.127175,Dok Bua Thai Kitchen,$$,"setTargeting('cuisine', ['thai', 'vegetarian-friendly']);",0
653,221 Hanover St,42.362971,/restaurants/dolce-vita/,-71.055748,Dolce Vita,$$$,"setTargeting('cuisine', ['italian']);",0
654,401 Harvard St,42.344997,/restaurants/dorado-tacos-cemitas/,-71.126897,Dorado Tacos &amp; Cemitas,$,"setTargeting('cuisine', ['mexican']);",0
655,316 Newbury St,42.34852,/restaurants/dosa-factory-2/,-71.085363,Dosa Factory,$$,"setTargeting('cuisine', ['indian', 'vegetarian-friendly']);",0
656,571 Massachusetts Ave,42.364797,/restaurants/dosa-factory/,-71.102796,Dosa Factory,$$,"setTargeting('cuisine', ['indian', 'vegetarian-friendly']);",0
657,447 Somerville Ave,42.382246,/restaurants/dosa-n-curry/,-71.10276,Dosa N Curry,$$,"setTargeting('cuisine', ['indian', 'vegetarian-friendly']);",0
658,447 Somerville Ave,42.382181,/restaurants/dosa-temple/,-71.102688,Dosa Temple,$$,"setTargeting('cuisine', ['indian', 'vegetarian-friendly']);",0
659,20 Maverick St,42.371767,/restaurants/dough/,-71.042638,Dough,$$,"setTargeting('cuisine', ['pizza', 'sandwiches', 'italian', 'wings']);",0
660,131 Dartmouth St,42.347607,/restaurants/douzo/,-71.07625,Douzo,$$$$,"setTargeting('cuisine', ['japanese', 'sushi']);",0
661,222 3rd St,42.367097,/restaurants/downstairs-cafe/,-71.081896,Downstairs Cafe,$,"setTargeting('cuisine', ['sandwiches', 'middle-eastern']);",0
662,125 Summer St,42.352999,/restaurants/downtown-pita/,-71.057489,Downtown Pita,$$,"setTargeting('cuisine', ['middle-eastern']);",0
663,400 Brookline Ave,42.338407,/restaurants/dragon-bowl/,-71.107598,Dragon Bowl,$$,"setTargeting('cuisine', ['chinese', 'japanese']);",0
664,411 Washington St,42.349231,/restaurants/dragon-chef/,-71.155393,Dragon Chef,$$,"setTargeting('cuisine', ['chinese']);",0
665,261 Elm St,42.39582,/restaurants/dragon-garden/,-71.121801,Dragon Garden,$$,"setTargeting('cuisine', ['chinese']);",0
666,700 Washington St,42.339066,/restaurants/dragon-star/,-71.134466,Dragon Star,$$,"setTargeting('cuisine', ['chinese']);",0
667,348 Congress St,42.350775,/restaurants/drink/,-71.048715,Drink,$$,"setTargeting('cuisine', ['bar-food']);",0
668,7 Drydock Ave,42.346651,/restaurants/dry-dock-cafe/,-71.037598,Dry Dock Cafe,$$$,"setTargeting('cuisine', ['diners-coffee-shops', 'seafood']);",0
669,289 Causeway St,42.367188,/restaurants/ducali/,-71.058473,Ducali,$$,"setTargeting('cuisine', ['italian', 'pizza']);",0
670,695 Washington St,42.351182,/restaurants/dumpling-cafe/,-71.063219,Dumpling Cafe,$$,"setTargeting('cuisine', ['chinese']);",0
671,950 Massachusetts Ave,42.368802,/restaurants/dumpling-house/,-71.10978,Dumpling House,$$$,"setTargeting('cuisine', ['chinese']);",0
672,42 Beach St,42.351502,/restaurants/dumpling-king/,-71.060949,Dumpling King,$,"setTargeting('cuisine', ['chinese']);",0
673,179 Massachusetts Ave,42.34571,/restaurants/dumpling-palace/,-71.087358,Dumpling Palace,$,"setTargeting('cuisine', ['other']);",0
674,340 Faneuil Hall Marketplace,42.360383,/restaurants/durgin-park/,-71.055429,Durgin Park,$$$$$,"setTargeting('cuisine', ['american-traditional', 'seafood', 'new-england']);",0
675,108 Blackstone St,42.361953,/restaurants/durty-nellys/,-71.056322,Durty Nelly's,$,"setTargeting('cuisine', ['irish', 'bar-food']);",0
676,364 Broadway,42.370442,/restaurants/dwelltime/,-71.104446,dwelltime,$$,"setTargeting('cuisine', ['cafes-coffeehouses']);",0
677,1918 Beacon St,42.336286,/restaurants/eagles-deli-restaurant/,-71.148948,Eagle's Deli &amp; Restaurant,$$,"setTargeting('cuisine', ['delis', 'sandwiches', 'burgers', 'hot-dogs', 'american-traditional']);",0
678,1 Harborside Dr,42.363275,/restaurants/earl-of-sandwich/,-71.025663,Earl Of Sandwich,$$,"setTargeting('cuisine', ['sandwiches']);",0
679,271 Meridian St,42.376295,/restaurants/east-boston-house-of-pizza/,-71.03901,East Boston House of Pizza,$$,"setTargeting('cuisine', ['pizza']);",0
680,1128 Cambridge St,42.372997,/restaurants/east-by-northeast/,-71.096337,East by Northeast,$$$$,"setTargeting('cuisine', ['chinese', 'small-plates-tapas']);",0
681,1271 Cambridge St,42.373509,/restaurants/east-coast-grill-raw-bar/,-71.098958,East Coast Grill &amp; Raw Bar,$$$$,"setTargeting('cuisine', ['seafood', 'southwestern', 'new-england']);",0
682,27 Beach St,42.351477,/restaurants/east-ocean-city/,-71.062187,East Ocean City,$$,"setTargeting('cuisine', ['chinese', 'seafood']);",0
683,528 Commonwealth Ave,42.348797,/restaurants/eastern-standard/,-71.095296,Eastern Standard,$$$$,"setTargeting('cuisine', ['new-england', 'american-new', 'american-traditional', 'cocktails']);",0
684,290 Somerville Ave,42.378953,/restaurants/ebi-sushi/,-71.094717,EBI Sushi,$$$,"setTargeting('cuisine', ['japanese', 'sushi']);",0
685,107 Porter St,42.373127,/restaurants/ecco/,-71.036165,Ecco,$$$$,"setTargeting('cuisine', ['american-new']);",0
686,1147 Commonwealth Ave,42.350642,/restaurants/ecco-pizzeria/,-71.127842,Ecco Pizzeria,$$$,"setTargeting('cuisine', ['pizza', 'local-organic']);",0
687,472 Shawmut Ave,42.338635,/restaurants/el-centro/,-71.075948,El Centro,$$$,"setTargeting('cuisine', ['mexican', 'vegetarian-friendly']);",0
688,236 Washington Ave,42.332663,/restaurants/el-centro-dos/,-71.118769,El Centro Dos,$$$,"setTargeting('cuisine', ['mexican', 'vegetarian-friendly']);",0
689,Location Varies,42.362639,/restaurants/el-diez-argentinian-grill/,-71.068202,El Diez Argentinian Grill,$$,"setTargeting('cuisine', ['argentinean', 'south-american']);",0
690,15 Central Sq,42.374527,/restaurants/el-jardin/,-71.039327,El Jardin,$$,"setTargeting('cuisine', ['south-american']);",0
691,416 Centre St,42.320873,/restaurants/el-oriental-de-cuba/,-71.110591,El Oriental de Cuba,$$$,"setTargeting('cuisine', ['cuban', 'puerto-rican-dominican', 'latin-american']);",0
692,1012 Bennington St,42.386897,/restaurants/el-paisa/,-71.006394,El Paisa,$$,"setTargeting('cuisine', ['latin-american', 'italian']);",0
693,40 William Kelly Square,42.369543,/restaurants/el-paisa-ii/,-71.020061,El Paisa II,$$,"setTargeting('cuisine', ['latin-american', 'italian']);",0
694,2135 Faneuil Hall Market Pl,42.360033,/restaurants/el-paso-enchiladas/,-71.056215,El Paso Enchiladas,$$,"setTargeting('cuisine', ['mexican']);",0
695,2197 Commonwealth Ave,42.339861,/restaurants/el-pelon-taqueria/,-71.166416,El Pelon Taqueria,$,"setTargeting('cuisine', ['mexican']);",0
696,92 Peterborough St,42.34322,/restaurants/el-pelon-taqueria-2/,-71.099503,El Pelon Taqueria,$,"setTargeting('cuisine', ['mexican']);",0
697,54 Bennington St,42.375805,/restaurants/el-penol/,-71.037042,El Penol,$$,"setTargeting('cuisine', ['latin-american']);",0
698,61 Union Sq,42.379913,/restaurants/el-potro/,-71.095596,El Potro,$$,"setTargeting('cuisine', ['mexican']);",0
699,147 E Berkeley St,42.343619,/restaurants/el-triunfo/,-71.065162,El Triunfo,$$,"setTargeting('cuisine', ['mexican', 'central-american', 'latin-american', 'middle-eastern']);",0
700,36 Harrison Ave,42.351769,/restaurants/eldos-cake-house/,-71.061422,Eldo's Cake House,$,"setTargeting('cuisine', ['chinese', 'bakeries']);",0
701,161 Devonshire St,42.356335,/restaurants/elephant-castle/,-71.057673,Elephant &amp; Castle,$$$,"setTargeting('cuisine', ['bar-food', 'british-traditional']);",0
702,2067 Massachusetts Ave,42.390896,/restaurants/elephant-walk/,-71.122697,Elephant Walk,$$$$,"setTargeting('cuisine', ['asian-fusion', 'french']);",1
703,900 Beacon St,42.346477,/restaurants/elephant-walk-2/,-71.105834,Elephant Walk,$$$$,"setTargeting('cuisine', ['asian-fusion', 'french']);",0
704,140 Brookline Ave,42.34498,/restaurants/emack-bolios/,-71.101017,Emack &amp; Bolio's,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
705,23 White St,42.388863,/restaurants/emack-bolios-3/,-71.118264,Emack &amp; Bolio's,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
706,100 City Sq,42.371278,/restaurants/emack-bolios-1/,-71.061875,Emack &amp; Bolio's,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
707,1663 Beacon St,42.338697,/restaurants/emack-bolios-2/,-71.137397,Emack &amp; Bolio's,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
708,290 Newbury St,42.34901,/restaurants/emack-bolios-4/,-71.084886,Emack &amp; Bolio's,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
709,255 State St,42.359691,/restaurants/emack-bolios-6/,-71.051926,Emack &amp; Bolio's,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
710,200 Stuart St,42.350634,/restaurants/emerald-lounge/,-71.067948,Emerald Lounge,$$$,"setTargeting('cuisine', ['american-new', 'cocktails']);",0
711,536 Tremont St,42.344399,/restaurants/emilios-pizza/,-71.071101,Emilios Pizza,$$,"setTargeting('cuisine', ['pizza', 'italian', 'sandwiches']);",0
712,40 Hampshire St,42.366683,/restaurants/emmas-pizza/,-71.092439,Emma's Pizza,$$,"setTargeting('cuisine', ['pizza']);",0
713,6 Beacon St,42.358502,/restaurants/emmets/,-71.06181,Emmet's,$$,"setTargeting('cuisine', ['irish', 'bar-food', 'burgers']);",0
714,1 Marina Park Dr,42.353848,/restaurants/empire/,-71.044276,Empire,$$$$$,"setTargeting('cuisine', ['asian-fusion', 'sushi', 'small-plates-tapas', 'cocktails']);",1
715,690 Washington St,42.351473,/restaurants/empire-garden-restaurant/,-71.063066,Empire Garden Restaurant,$$,"setTargeting('cuisine', ['chinese', 'dim-sum']);",0
716,226 Causeway St,42.366644,/restaurants/equal-exchange/,-71.059486,Equal Exchange,$,"setTargeting('cuisine', ['cafes-coffeehouses']);",0
717,Location Varies,42.351465,/restaurants/equal-exchange-free-range-cafe/,-71.060177,Equal Exchange Free Range Cafe,$,"setTargeting('cuisine', ['cafes-coffeehouses']);",0
718,1721 Washington St,42.33687,/restaurants/equator/,-71.076633,Equator,$$,"setTargeting('cuisine', ['thai', 'italian']);",0
719,69 Church St,42.349981,/restaurants/erbaluce/,-71.068842,Erbaluce,$$$$$,"setTargeting('cuisine', ['italian']);",0
720,69 Salem St,42.363435,/restaurants/ernestos/,-71.056288,Ernesto's,$,"setTargeting('cuisine', ['pizza']);",0
721,344 Washington St,42.349039,/restaurants/esperia-grill/,-71.153002,Esperia Grill,$$$,"setTargeting('cuisine', ['greek', 'pizza', 'italian']);",0
