names,links,addresses,longitude,latitude,price,type,isHealthy,new_pred,health_color
Burrito Elito,/restaurants/burrito-elito/,1 Harborside Dr,42.363179,-71.024374,$$,"mexican', 'vegetarian-friendly', 'southwestern",1,0.712,green
Burritos & Tacos To Go,/restaurants/burritos-tacos-to-go/,145 Dartmouth St,42.348411,-71.076715,$,mexican,0,0.01,red
Burritos Express,/restaurants/burritos-express/,86 Bedford St,42.353303,-71.060042,$,"mexican', 'sandwiches",1,0.708,green
Busker's Lounge,/restaurants/buskers-lounge/,67 Canal St,42.363997,-71.059776,$$$,"american-traditional', 'bar-food",0,0.122,yellow
Busy Bee Diner,/restaurants/busy-bee-diner/,1046 Beacon St,42.345593,-71.109012,$,"diners-coffee-shops', 'new-england",0,0.134,yellow
Bytes,/restaurants/bytes/,64 Sidney St,42.361497,-71.101496,$,"eclectic-international', 'sandwiches",1,0.242,green
Cabana Grill,/restaurants/cabana-grill/,254 Bennington St,42.378518,-71.029444,$,brazilian,0,0.022,red
Cactus Mexican Grill,/restaurants/cactus-mexican-grill/,44 Maverick Sq,42.370031,-71.039047,$,mexican,0,0.032,red
Caesar's,/restaurants/caesars/,34 Essex St,42.352284,-71.061868,$,"pizza', 'sandwiches",0,0.162,yellow
Cafe 472,/restaurants/cafe-472/,472 Commonwealth Ave,42.348797,-71.093614,$$$,"italian', 'pizza', 'sandwiches",0,0.388,green
Cafe 939,/restaurants/cafe-939/,939 Boylston St,42.348086,-71.085067,$,"american-traditional', 'sandwiches', 'cafes-coffeehouses",1,0.94,green
Cafe ArtScience,/restaurants/cafe-artscience/,650 E Kendall St,42.364742,-71.081934,$$$$$,"american-new', 'cocktails",0,0.22,yellow
Cafe Barada,/restaurants/cafe-barada/,2269 Massachusetts Ave,42.394396,-71.127097,$$$,middle-eastern,0,0.104,yellow
Cafe Beirut,/restaurants/cafe-beirut/,654 Centre St,42.31303,-71.113999,$$,middle-eastern,0,0.12,yellow
Cafe De Boston,/restaurants/cafe-de-boston/,75 Federal St,42.355119,-71.056792,$,"delis', 'sandwiches', 'pizza', 'salads",0,0.154,yellow
Cafe de Lulu,/restaurants/cafe-de-lulu/,42 Beach St,42.351491,-71.061221,$,chinese,0,0.136,yellow
Cafe Dilara,/restaurants/cafe-dilara/,645 Cambridge St,42.371997,-71.087356,$,"pizza', 'sandwiches",0,0.096,yellow
Cafe Eilat,/restaurants/cafe-eilat/,406 Harvard St,42.345185,-71.126852,$$,"pizza', 'middle-eastern', 'kosher",0,0.124,yellow
Cafe Fleuri,/restaurants/cafe-fleuri/,250 Franklin St,42.356397,-71.054462,$$$$,"american-new', 'eclectic-international",0,0.048,yellow
Cafe G,/restaurants/cafe-g/,280 Fenway (Palace Rd),42.339061,-71.098973,$$$,"american-new', 'cafes-coffeehouses",0,0.058,yellow
Cafe Gigu,/restaurants/cafe-gigu/,102 Meridian St,42.372729,-71.039221,$$,"cafes-coffeehouses', 'wine-bar', 'sandwiches",1,0.748,green
Cafe Hemshin,/restaurants/cafe-hemshin/,8 City Hall Ave,42.357737,-71.059351,$$,"turkish', 'vegetarian-friendly",1,0.758,green
Cafe Jaffa,/restaurants/cafe-jaffa/,48 Gloucester St,42.34857,-71.084019,$$$,"middle-eastern', 'greek",0,0.084,yellow
Cafe Japonaise,/restaurants/cafe-japonaise/,1020 Beacon St,42.348531,-71.098093,$,"bakeries', 'cafes-coffeehouses",0,0.15,yellow
Cafe Kiraz,/restaurants/cafe-kiraz/,119 Hampshire St,42.369897,-71.096396,$,"sandwiches', 'pizza', 'cafes-coffeehouses",0,0.128,yellow
Cafe Luna,/restaurants/cafe-luna/,403 Massachusetts Ave,42.36358,-71.100729,$$,"italian', 'sandwiches', 'cafes-coffeehouses",1,0.518,green
Cafe Madeleine,/restaurants/cafe-madeleine/,517 Columbus Ave,42.342117,-71.079927,$$,"french', 'cafes-coffeehouses', 'bakeries', 'desserts",0,0.044,red
Cafe Mami,/restaurants/cafe-mami/,1815 Massachusetts Ave,42.386196,-71.119297,$,"japanese', 'bistro",0,0.228,yellow
Cafe Nation,/restaurants/cafe-nation/,380 Washington St,42.349097,-71.154497,$,"cafes-coffeehouses', 'sandwiches', 'crepes",1,0.852,green
Cafe Nicholas ,/restaurants/cafe-nicholas/,1632 Beacon St,42.339797,-71.133797,$$,"pizza', 'italian', 'sandwiches",0,0.094,yellow
Cafe Pamplona,/restaurants/cafe-pamplona/,12 Bow St,42.371729,-71.11573,$,"cafes-coffeehouses', 'spanish",0,0.104,yellow
Cafe Podima,/restaurants/cafe-podima/,168 Cambridge St,42.361294,-71.064831,$$,"sandwiches', 'pizza', 'health-food', 'desserts",0,0.116,yellow
Cafe Pompeii,/restaurants/cafe-pompeii/,278 Hanover St,42.363997,-71.054695,$$$,"italian', 'cafes-coffeehouses",0,0.084,yellow
Cafe Rustica,/restaurants/cafe-rustica/,356 Beacon St,42.385654,-71.115636,$,cafes-coffeehouses,0,0.204,yellow
Cafe Sushi,/restaurants/cafe-sushi/,1105 Massachusetts Ave,42.370527,-71.113778,$$$$,"japanese', 'sushi",0,0.112,yellow
Cafe Zing,/restaurants/cafe-zing/,25 White St,42.389128,-71.118017,$,cafes-coffeehouses,0,0.052,yellow
Cafeteria,/restaurants/cafeteria/,279A Newbury St,42.349151,-71.084308,$$$$,"american-traditional', 'italian",0,0.08,yellow
Caffe Aromi,/restaurants/caffe-aromi/,403 Centre St,42.321604,-71.11028,$,"cafes-coffeehouses', 'sandwiches",1,0.214,yellow
Caffe Bella Vita,/restaurants/caffe-bella-vita/,30 Charles St,42.357012,-71.070214,$,"italian', 'sandwiches",1,0.162,yellow
Caffe Dello Sport,/restaurants/caffe-dello-sport/,308 Hanover St,42.364286,-71.053977,$,"italian', 'desserts', 'cafes-coffeehouses",0,0.168,yellow
Caffe Nero,/restaurants/caffe-nero/,560 Washington St,42.353603,-71.062392,$$,cafes-coffeehouses,0,0.13,yellow
Caffe Paradiso,/restaurants/caffe-paradiso/,255 Hanover St,42.363479,-71.055216,$,"cafes-coffeehouses', 'desserts', 'italian",0,0.03,red
Caffe Vittoria,/restaurants/caffe-vittoria/,296 Hanover St,42.364179,-71.054494,$,"cafes-coffeehouses', 'desserts",0,0.024,red
Caffebene,/restaurants/caffebene/,333 Massachusetts Ave,42.342262,-71.084674,$,"cafes-coffeehouses', 'desserts",0,0.044,red
Cajun Cajun,/restaurants/cajun-cajun-2/,720 Atlantic Ave,42.351126,-71.056409,$,cajun-creole,0,0.02,red
Cakeology,/restaurants/cakeology/,290 Washington St,42.357389,-71.058161,$,"desserts', 'bakeries",0,0.058,yellow
California Pizza Kitchen,/restaurants/california-pizza-kitchen/,100 Cambridgeside Pl,42.367297,-71.077996,$$,"pizza', 'californian', 'eclectic-international",0,0.064,yellow
California Pizza Kitchen,/restaurants/california-pizza-kitchen-2/,800 Boylston St,42.348785,-71.082408,$$,"pizza', 'californian', 'eclectic-international",0,0.052,yellow
Cambridge 1.,/restaurants/cambridge-1/,27 Church St,42.374396,-71.120253,$$,pizza,0,0.146,yellow
Cambridge Brewing Co,/restaurants/cambridge-brewing-co/,1 Kendall Sq,42.365422,-71.090951,$$$,american-new,0,0.058,yellow
Cambridge Coffee Shop,/restaurants/cambridge-coffee-shop/,847 Cambridge St,42.372466,-71.09114,$,diners-coffee-shops,0,0.28,green
Cambridge Common,/restaurants/cambridge-common/,1667 Massachusetts Ave,42.381956,-71.119757,$$,american-traditional,0,0.086,yellow
Cambridge Deli,/restaurants/cambridge-deli/,90 River St,42.364207,-71.107709,$,"delis', 'sandwiches",1,0.242,green
Cambridge House Of Pizza,/restaurants/cambridge-house-of-pizza/,2420 Massachusetts Ave,42.397276,-71.130878,$,"pizza', 'sandwiches",0,0.07,yellow
Cambridge Pizzeria,/restaurants/cambridge-pizzeria/,263 Brookline St,42.35761,-71.107883,$$,"pizza', 'sandwiches",0,0.048,yellow
Cambridge Queen's Head,/restaurants/cambridge-queens-head/,45 Quincy St,42.376214,-71.115052,$$,"gastropub', 'bar-food",0,0.212,yellow
Cameo Macaron,/restaurants/cameo-macaron/,Location Varies,42.357317,-71.05535,$,desserts,0,0.012,red
Camie's Restaurant,/restaurants/camies-restaurant/,152 Columbia St,42.366897,-71.098096,$$,"caribbean', 'diners-coffee-shops', 'sandwiches",1,0.696,green
Camino Real,/restaurants/camino-real/,48 Harvard Ave,42.354411,-71.132868,$$$,latin-american,0,0.042,red
Canary Square,/restaurants/canary-square/,435 S Huntington Ave,42.319947,-71.111734,$$$$,american-new,0,0.086,yellow
Cantina Italiana,/restaurants/cantina-italiana/,346 Hanover St,42.365029,-71.05358,$$$$,italian,0,0.024,red
Canto 6,/restaurants/canto-6/,3346 Washington St,42.309408,-71.104086,$,"bakeries', 'desserts', 'cafes-coffeehouses",0,0.172,yellow
Canton Eatery,/restaurants/canton-eatery/,339 Meridian St,42.378328,-71.039064,$,chinese,0,0.012,red
Capitol Coffee House,/restaurants/capitol-coffee-house/,122 Bowdoin St,42.35887,-71.06277,$,"cafes-coffeehouses', 'sandwiches",1,0.798,green
Cappy's Pizza & Subs,/restaurants/cappys-pizza-subs/,82 Westland Ave,42.343552,-71.087749,$,"pizza', 'sandwiches",0,0.078,yellow
Cappy's Pizza & Subs,/restaurants/cappys-pizza-subs-2/,304 Centre St,42.322897,-71.103529,$,pizza,0,0.052,yellow
Caprice,/restaurants/caprice/,275 Tremont St,42.349727,-71.06545,$$$$,"french', 'mediterranean', 'small-plates-tapas",0,0.05,yellow
Captain Marden's Seafoods,/restaurants/captain-mardens-seafoods/,Location Varies,42.358158,-71.058505,$$,"seafood', 'sandwiches",1,0.682,green
Captain Nemo's,/restaurants/captain-nemos/,367 Centre St,42.322436,-71.10857,$$,pizza,0,0.038,red
Cardullo's,/restaurants/cardullos/,6 Brattle St,42.373297,-71.119798,$$,"sandwiches', 'other",1,0.646,green
Carlo's Cucina Italiana,/restaurants/carlos-cucina-italiana/,131 Brighton Ave,42.352935,-71.131598,$$$,italian,0,0.022,red
Carmelina's North End,/restaurants/carmelinas-north-end/,307 Hanover St,42.364094,-71.054149,$$$$,italian,0,0.004,red
Carmella's Market,/restaurants/carmellas-market/,86 Cottage St,42.36788,-71.035293,$$,"delis', 'sandwiches",1,0.9,green
Carmen,/restaurants/carmen/,33 North Sq,42.363647,-71.05397,$$$$$,"italian', 'wine-bar",0,0.05,yellow
Carrie Nation,/restaurants/carrie-nation/,11 Beacon St,42.358263,-71.061723,$$$$,"american-new', 'cocktails",0,0.044,red
Casa B,/restaurants/casa-b/,253 Washington St,42.379671,-71.095646,$$$$$,"spanish', 'small-plates-tapas",0,0.026,red
Casa Portugal Restaurant,/restaurants/casa-portugal-restaurant/,1200 Cambridge St,42.37327,-71.097699,$$$,portuguese,0,0.018,red
Casa Razdora,/restaurants/casa-razdora/,115 Water St,42.358191,-71.05467,$$,"italian', 'delis', 'sandwiches",1,0.722,green
Casa Romero,/restaurants/casa-romero/,30 Gloucester St,42.349932,-71.084695,$$$$,mexican,0,0.046,red
Cask 'n Flagon,/restaurants/cask-n-flagon/,62 Brookline Ave,42.347097,-71.098896,$$$,"bar-food', 'american-traditional",0,0.032,red
Catalyst,/restaurants/catalyst/,300 Technology Sq,42.363366,-71.091288,$$$$$,american-new,0,0.162,yellow
Cathedral Station,/restaurants/cathedral-station/,1222 Washington St,42.34279,-71.066715,$$,bar-food,0,0.03,red
Causeway,/restaurants/causeway/,65 Causeway St,42.364508,-71.062857,$$$,"barbecue', 'mexican', 'wings",0,0.198,yellow
Central 37,/restaurants/central-37/,21 Broad St,42.358967,-71.054626,$$$,american-new,0,0.016,red
Central Kitchen,/restaurants/central-kitchen/,567 Massachusetts Ave,42.364782,-71.102771,$$$$,"american-new', 'local-organic",1,0.174,yellow
Central Wharf Co.,/restaurants/central-wharf-co/,160 Milk St,42.358595,-71.052732,$$$$,"american-new', 'seafood",0,0.07,yellow
Centre Street Cafe,/restaurants/centre-street-cafe/,669A Centre St,42.312501,-71.114287,$$$$,"italian', 'mediterranean",0,0.106,yellow
Centre Street Sanctuary,/restaurants/sanctuary-2/,365 Centre St,42.32266,-71.108252,$$$,american-new,0,0.08,yellow
Cha Cha Cha Taqueria,/restaurants/cha-cha-cha-taqueria/,145 Dartmouth St,42.347483,-71.075809,$,mexican,0,0.03,red
Chacarero,/restaurants/chacarero-2/,101 Arch St,42.354871,-71.058746,$,"latin-american', 'south-american",0,0.056,yellow
Chacho's Pizza & Subs,/restaurants/chachos-pizza-subs/,1502 Tremont St,42.332194,-71.099316,$$,"pizza', 'sandwiches",0,0.156,yellow
Champions Sports Bar,/restaurants/champions-sports-bar-2/,50 Broadway,42.363837,-71.087541,$$$,"bar-food', 'burgers', 'wings",0,0.174,yellow
Champions Sports Bar,/restaurants/champions-sports-bar/,110 Huntington Ave,42.346917,-71.079386,$$$,"american-traditional', 'bar-food",0,0.156,yellow
Chang's House,/restaurants/changs-house/,1583 Commonwealth Ave,42.344036,-71.143163,$$,chinese,0,0.088,yellow
Changsho,/restaurants/changsho/,1712 Massachusetts Ave,42.383796,-71.119497,$$$,"asian-fusion', 'chinese', 'dim-sum",0,0.034,red
Charles River Bread Co,/restaurants/charles-river-bread-co/,775 Commonwealth Ave,42.351714,-71.078132,$,sandwiches,1,0.824,green
Charlie's,/restaurants/charlies/,177 Allston St,42.347397,-71.138597,$,"pizza', 'sandwiches', 'middle-eastern",0,0.262,green
Charlie's Kitchen,/restaurants/charlies-kitchen/,10 Eliot St,42.372496,-71.12193,$$,"american-traditional', 'burgers",0,0.046,red
Charlie's Sandwich Shoppe,/restaurants/charlies-sandwich-shoppe/,429 Columbus Ave,42.343947,-71.077795,$$,"sandwiches', 'diners-coffee-shops",1,0.398,green
Chart House Restaurant,/restaurants/chart-house-restaurant/,60 Long Wharf,42.359797,-71.050811,$$$$,"seafood', 'steakhouses",0,0.068,yellow
Chatime,/restaurants/chatime-2/,251 Newbury St,42.349746,-71.082892,$,"teahouses', 'asian-other",0,0.014,red
Chatime,/restaurants/chatime-3/,333 Huntington Ave,42.340671,-71.088346,$,"teahouses', 'asian-other",0,0.032,red
Chatime,/restaurants/chatime/,31 Harrison Ave,42.351732,-71.061326,$,"teahouses', 'asian-other",0,0.028,red
Chau Chow City,/restaurants/chau-chow-city/,83 Essex St,42.352334,-71.06055,$$,"chinese', 'seafood",0,0.022,red
Chauhaus,/restaurants/chauhaus/,48 Quincy St,42.375818,-71.114,$,cafes-coffeehouses,0,0.748,green
Cheddars Pizzeria,/restaurants/cheddars-pizzeria/,201 Alewife Brook Pkwy,42.389529,-71.14253,$$,"pizza', 'italian",0,0.084,yellow
Cheers,/restaurants/cheers/,84 Beacon St,42.355598,-71.071396,$$$,american-traditional,0,0.26,green
Cheeseboy,/restaurants/cheeseboy-3/,280 Washington St,42.357256,-71.05825,$,"sandwiches', 'american-traditional",1,0.926,green
Cheeseboy,/restaurants/cheeseboy/,720 Atlantic Ave,42.351126,-71.056409,$,"sandwiches', 'american-traditional",1,0.452,green
Cheeseboy,/restaurants/cheeseboy-2/,800 Boylston St,42.348785,-71.082408,$,"sandwiches', 'american-traditional",1,0.926,green
Chef Chang's,/restaurants/chef-changs/,30 Massachusetts Ave,42.350462,-71.088979,$$$,chinese,0,0.024,red
Chef Chow's House,/restaurants/chef-chows-house/,230 Harvard St,42.340809,-71.121059,$$,chinese,0,0.054,yellow
Chicago Pizza,/restaurants/chicago-pizza/,239 Massachusetts Ave,42.36163,-71.097463,$,pizza,0,0.058,yellow
Chicken & Rice Guys,/restaurants/chicken-rice-guys/,Location Varies,42.34848,-71.075825,$,middle-eastern,0,0.012,red
Chicken Lou's,/restaurants/chicken-lous/,50 Forsyth St,42.337635,-71.090411,$,"chicken', 'delis', 'sandwiches', 'hot-dogs",1,0.372,green
Chilipa,/restaurants/chilipa/,1 Brighton Ave,42.35236,-71.125317,$,chinese,0,0.076,yellow
Chill,/restaurants/chill/,354 Chestnut Hill Ave,42.336873,-71.15151,$,"smoothies-juice-bar', 'desserts', 'cafes-coffeehouses",0,0.008,red
Chilli Duck,/restaurants/chilli-duck/,829 Boylston St,42.348731,-71.082608,$$$,thai,0,0.058,yellow
Chilli Thai Bistro,/restaurants/chilli-thai-bistro/,1799 Commonwealth Ave,42.340599,-71.151538,$,other,0,0.11,yellow
China Delight,/restaurants/china-delight/,524 Somerville Ave,42.383069,-71.106199,$$,chinese,0,0.012,red
China Gourmet,/restaurants/china-gourmet/,23 Tyler St,42.350499,-71.061107,$$,chinese,0,0.08,yellow
China House,/restaurants/china-house/,331 Hanover St,42.364371,-71.054258,$$,chinese,0,0.024,red
China King,/restaurants/china-king/,60 Beach St,42.351299,-71.060226,$$,chinese,0,0.042,red
China Pearl Restaurant,/restaurants/china-pearl-restaurant/,9 Tyler St,42.350943,-71.060909,$$,"chinese', 'dim-sum",0,0.06,yellow
Chinatown Cafe,/restaurants/chinatown-cafe/,262 Harrison Ave,42.346984,-71.06313,$$,chinese,0,0.066,yellow
Chinese Dragon,/restaurants/chinese-dragon/,380 Chelsea St,42.3794,-71.0281,$$,chinese,0,0.04,red
Chinese Mirch,/restaurants/chinese-mirch/,251 Massachusetts Ave,42.344048,-71.086168,$$$,"chinese', 'indian",0,0.066,yellow
Chipotle,/restaurants/chipotle-9/,2 Cambridge Ctr,42.363071,-71.086285,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-4/,876 Commonwealth Ave,42.348701,-71.097052,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle/,1924 Beacon St,42.336185,-71.149355,$$,mexican,0,0.032,red
Chipotle,/restaurants/chipotle-8/,283 Washington St,42.357497,-71.058429,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-7/,227 Alewife Brook Pkwy,42.389123,-71.142998,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-6/,101 Summer St,42.353619,-71.057977,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-3/,148 Brookline Ave,42.344768,-71.100962,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-11/,598 Massachusetts Ave,42.364941,-71.103166,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-10/,100 Cambridgeside Pl,42.368148,-71.076147,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-2/,1 Brattle Square,42.373296,-71.121097,$$,mexican,0,0,red
Chipotle,/restaurants/chipotle-5/,270-276 Elm St,42.395916,-71.122224,$$,mexican,0,0,red
Chocho's,/restaurants/chochos/,1815 Massachusetts Ave,42.386196,-71.119297,$$,korean,0,0.056,yellow
Chow n' Joy,/restaurants/chow-n-joy/,626C Somerville Ave,42.384217,-71.1108,$,chinese,0,0.008,red
Chow Thai Cafe,/restaurants/chow-thai-cafe/,187 Main St,42.375821,-71.064893,$$,thai,0,0.038,red
Christina's Homemade Ice Cream,/restaurants/christinas-homemade-ice-cream/,1255 Cambridge St,42.373459,-71.098709,$,"cafes-coffeehouses', 'desserts",0,0.038,red
Christopher's,/restaurants/christophers/,1920 Massachusetts Ave,42.388996,-71.119697,$$,"burgers', 'american-traditional', 'cocktails",0,0.1,yellow
Chung Wah ,/restaurants/chung-wah/,196 Border St,42.375049,-71.039798,$$,chinese,0,0.114,yellow
Church,/restaurants/church/,69 Kilmarnock St,42.342605,-71.099595,$$$$,american-new,0,0.148,yellow
Chutney's,/restaurants/chutneys/,36 JFK St,42.372632,-71.119869,$,indian,0,0.038,red
Chutney's,/restaurants/chutneys-2/,350 Longwood Ave,42.338644,-71.106866,$,indian,0,0.204,yellow
Chutney's,/restaurants/chutneys-3/,173 Massachusetts Ave,42.345883,-71.087435,$$,"indian', 'sandwiches', 'vegetarian-friendly', 'pizza",0,0.072,yellow
Cilantro,/restaurants/cilantro/,1105 Massachusetts Ave,42.370793,-71.113375,$$,chinese,0,0.008,red
Cinderella's,/restaurants/cinderellas/,901 Main St,42.363484,-71.099846,$$,"pizza', 'italian",0,0.102,yellow
Cinquecento,/restaurants/cinquecento/,500 Harrison Ave,42.342244,-71.065824,$$$$,italian,0,0.14,yellow
Citizen Public House,/restaurants/citizen-pub/,1310 Boyston St,42.344429,-71.098327,$$$$,"american-new', 'american-traditional', 'gastropub', 'vegetarian-friendly', 'cocktails",1,0.652,green
Citra- a fresh cafe,/restaurants/citra--a-fresh-cafe/,221 LONGWOOD AVENNUE,42.337201,-71.102131,$,other,0,0.21,yellow
City Bar,/restaurants/city-bar-2/,425 Summer St,42.346086,-71.04328,$$$,"american-new', 'cocktails",0,0.08,yellow
City Bar,/restaurants/city-bar/,61 Exeter St,42.349047,-71.079545,$$,"small-plates-tapas', 'cocktails",0,0.036,red
City Feed & Supply,/restaurants/city-feed-supply-2/,672 Centre St,42.312395,-71.114306,$,"sandwiches', 'local-organic",1,0.892,green
City Feed & Supply,/restaurants/city-feed-supply/,66 Boylston St,42.31713,-71.106396,$,"delis', 'sandwiches",1,0.91,green
City Girl Cafe,/restaurants/city-girl-cafe/,204 Hampshire St,42.373143,-71.100324,$$,"italian', 'sandwiches', 'pizza', 'cafes-coffeehouses",0,0.058,yellow
City Slicker Cafe,/restaurants/city-slicker-cafe/,588 Somerville Ave,42.383696,-71.109096,$$$,"pizza', 'sandwiches', 'eclectic-international",0,0.07,yellow
City Table,/restaurants/city-table/,61 Exeter St,42.349047,-71.079545,$$$$,"american-new', 'cocktails",0,0.054,yellow
CitySide,/restaurants/cityside/,1960 Beacon St,42.336097,-71.150897,$$,"american-traditional', 'bar-food",0,0.142,yellow
Clarke's at Faneuil Hall,/restaurants/clarkes/,21 Merchants Row,42.359399,-71.055521,$$,"american-traditional', 'bar-food",0,0.334,green
Clay Pot Cafe,/restaurants/clay-pot-cafe/,74 Kneeland St,42.35046,-71.06039,$$,chinese,0,0.032,red
Clear Flour Bread,/restaurants/clear-flour-bread/,178 Thorndike St,42.350177,-71.126237,$,bakeries,0,0.07,yellow
Clery's,/restaurants/clerys/,113 Dartmouth St,42.347533,-71.076212,$$,"american-traditional', 'bar-food', 'pizza",0,0.044,red
Clink,/restaurants/clink/,215 Charles St,42.361748,-71.071005,$$$$$,"american-new', 'italian",0,0.096,yellow
Clio,/restaurants/clio/,370 Commonwealth Ave,42.348586,-71.088731,$$$$$,french,0,0.058,yellow
Clover,/restaurants/clover-2/,5 Cambridge Ctr,42.36271,-71.087272,$,"sandwiches', 'local-organic', 'vegetarian-friendly",1,0.98,green
Clover Food Lab,/restaurants/clover-food-lab-2/,6 Harvard St,42.333491,-71.118821,$,"sandwiches', 'local-organic', 'vegetarian-friendly",1,0.98,green
Clover Food Lab,/restaurants/clover-food-lab/,7 Holyoke St,42.372788,-71.118113,$,"sandwiches', 'local-organic', 'vegetarian-friendly",1,0.868,green
Clover HUB,/restaurants/clover-hub/,1075 Cambridge St,42.373021,-71.095229,$,"sandwiches', 'local-organic', 'vegetarian-friendly",1,0.98,green
Club Cafe,/restaurants/club-cafe/,209 Columbus Ave,42.347303,-71.073478,$$$,"american-new', 'bistro', 'cocktails",0,0.056,yellow
Coast Cafe,/restaurants/coast-cafe/,233 River St,42.363028,-71.111688,$,"southern-soul', 'american-traditional', 'barbecue",0,0.178,yellow
Cobblestone Cafe,/restaurants/cobblestone-cafe/,227 Hanover St,42.362931,-71.055289,$$$,"american-traditional', 'bar-food",0,0.05,yellow
Cocobeet,/restaurants/cocobeet/,100 City Hall Plz,42.359555,-71.058884,$$,"smoothies-juice-bar', 'local-organic', 'vegan', 'vegetarian-friendly",1,0.428,green
Coda,/restaurants/coda/,329 Columbus Ave,42.345984,-71.075116,$$$,"american-traditional', 'american-new', 'cocktails",0,0.082,yellow
Code 10,/restaurants/code-10/,1638 Washington St,42.337897,-71.075195,$,"sandwiches', 'hot-dogs",1,0.846,green
Coffee Central,/restaurants/coffee-central/,55 Fruit St,42.362639,-71.068202,$,cafes-coffeehouses,0,0.488,green
Cold Stone Creamery,/restaurants/cold-stone-creamery-2/,94 Belvidere St,42.345903,-71.083307,$,desserts,0,0.052,yellow
Cold Stone Creamery,/restaurants/cold-stone-creamery/,201 Brookline Ave,42.34347,-71.1027,$,desserts,0,0.054,yellow
College Pizza,/restaurants/college-pizza/,50 Queensberry St,42.342745,-71.097479,$$,pizza,0,0.142,yellow
Comella's,/restaurants/comellas-2/,1 Boylston St,42.323772,-71.166141,$$$,"italian', 'pizza",0,0.06,yellow
Common Ground,/restaurants/common-ground/,85 Harvard Ave,42.353397,-71.132497,$$,"american-traditional', 'irish', 'pizza",0,0.076,yellow
Commonwealth,/restaurants/commonwealth/,11 Broad Canal Way,42.363106,-71.082768,$$$,"american-new', 'local-organic', 'cocktails",1,0.702,green
Compliments Food Truck,/restaurants/compliments-food-truck/,Location Varies,42.355952,-71.131282,$,sandwiches,1,0.66,green
Connolly's Publik House,/restaurants/connollys-publik-house/,1 Hotel Dr,42.365038,-71.025103,$$$$,"bar-food', 'irish', 'new-england",0,0.21,yellow
Conor Larkin's,/restaurants/conor-larkins/,329 Huntington Ave,42.340316,-71.088821,$$,"american-traditional', 'bar-food', 'burgers",0,0.1,yellow
Coogan's,/restaurants/coogans/,171 Milk Street,42.358333,-71.053589,$$,"bar-food', 'burgers', 'pizza', 'cocktails",0,0.116,yellow
Cookin' Cafe & Grill,/restaurants/cookin-cafe-grill/,1096 Commonwealth Ave,42.351875,-71.124363,$$,"pizza', 'sandwiches",0,0.108,yellow
Coolidge Corner Clubhouse,/restaurants/coolidge-corner-clubhouse/,307 Harvard St,42.343072,-71.123196,$$$,"american-traditional', 'bar-food', 'burgers",0,0.148,yellow
Coppa,/restaurants/coppa/,253 Shawmut Ave,42.343333,-71.068721,$$$,"italian', 'pizza', 'small-plates-tapas",0,0.09,yellow
Corner Cafe,/restaurants/corner-cafe/,502 Massachusetts Ave,42.339197,-71.080495,$$,"sandwiches', 'middle-eastern', 'mediterranean",1,0.822,green
Cornwall's,/restaurants/cornwalls/,654 Beacon St,42.351497,-71.087196,$$,"british-traditional', 'bar-food",0,0.086,yellow
Corrib Pub,/restaurants/corrib-pub/,201 Harvard Street,42.339447,-71.121246,$$$,"new-england', 'barbecue', 'american-traditional",0,0.042,red
Corrib Pub & Restaurant,/restaurants/corrib-pub-restaurant/,396 Market St,42.350097,-71.153297,$$,"irish', 'american-traditional', 'bar-food",0,0.04,red
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-6/,245 Summer St,42.351583,-71.053745,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-5/,125 High St,42.355812,-71.052967,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar/,2 South Station,42.352516,-71.055737,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-2/,14 Milk St,42.356647,-71.05817,$$,"sandwiches', 'salads",1,0.98,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-8/,1 Harborside Dr,42.363275,-71.025663,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-3/,133 Federal St,42.354172,-71.056685,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-9/,200 Terminal B Pier A,42.369543,-71.020061,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-4/,53 State St,42.358897,-71.056652,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-7/,290 Main St,42.362206,-71.085449,$$,"sandwiches', 'salads",1,1,green
Cosi Sandwich Bar,/restaurants/cosi-sandwich-bar-10/,500 Terminal E,42.363275,-71.025663,$$,"sandwiches', 'salads",1,1,green
