names,links,addresses,longitude,latitude,price,type,isHealthy,new_pred,health_color
Jacob Wirth Restaurant,/restaurants/jacob-wirth-restaurant/,31 Stuart St,42.350985,-71.064074,$$$$,"german', 'american-traditional",0,0.116,yellow
Jade Garden,/restaurants/jade-garden/,18-20 Tyler St,42.350626,-71.06105,$$,chinese,0,0.034,red
Jae's Cafe,/restaurants/jaes-cafe-2/,520 Columbus Ave,42.341793,-71.080383,$$$,"japanese', 'korean', 'sushi",0,0.068,yellow
Jaho Coffee and Tea,/restaurants/jaho-coffee-and-tea/,1651 Washington St,42.337713,-71.07533,$$,"cafes-coffeehouses', 'sandwiches",1,0.834,green
Jamba Juice,/restaurants/jamba-juice-2/,1175 Tremont St,42.334979,-71.088939,$,"smoothies-juice-bar', 'health-food",1,0.928,green
Jamba Juice,/restaurants/jamba-juice/,700 Commonwealth Ave,42.349341,-71.103982,$,"smoothies-juice-bar', 'health-food",1,0.928,green
James Hook & Co Lobsters,/restaurants/james-hook-co-lobsters/,15 Northern Ave,42.353937,-71.048084,$$$,seafood,0,0.052,yellow
James's Gate,/restaurants/jamess-gate/,5 McBride St,42.305909,-71.11469,$$$,"irish', 'american-traditional', 'fish-chips",0,0.084,yellow
Janky Donuts,/restaurants/janky-donuts/,145 Pearl St,42.354699,-71.053521,$,bakeries,0,0.042,red
Japonaise Bakery,/restaurants/japonaise-bakery/,1020 Beacon St,42.345905,-71.107764,$,"bakeries', 'cafes-coffeehouses",0,0.024,red
Japonaise Bakery,/restaurants/japonaise-bakery-2/,1815 Massachusetts Ave,42.386196,-71.119297,$,"bakeries', 'cafes-coffeehouses",0,0.024,red
Jeanie Johnston ,/restaurants/jeanie-johnston/,144 South St,42.287598,-71.126896,$$,"american-traditional', 'bar-food",0,0.166,yellow
Jenny's,/restaurants/jennys/,320 Medford St,42.381417,-71.063195,$$,"pizza', 'sandwiches",0,0.034,red
Jerry Remy's,/restaurants/jerry-remys/,1265 Boylston St,42.344963,-71.096421,$$$,"american-traditional', 'bar-food",0,0.186,yellow
Jerry Remy's Seaport,/restaurants/jerry-remys-seaport/,250 Northern Ave,42.348773,-71.038376,$$$,"american-traditional', 'bar-food', 'burgers', 'hot-dogs",0,0.138,yellow
Jerusalem Pita,/restaurants/jerusalem-pita/,10 Pleasant St,42.342922,-71.120188,$$$$,"middle-eastern', 'kosher",0,0.062,yellow
Jeveli's Restaurant,/restaurants/jevelis-restaurant/,387 Chelsea St,42.380297,-71.026794,$$,italian,0,0.05,yellow
Jillian's,/restaurants/jillians/,145 Ipswich St,42.347172,-71.094238,$$,"bar-food', 'american-traditional', 'burgers",0,0.08,yellow
Jim's Deli,/restaurants/jims-deli/,371 Washington St,42.349097,-71.154625,$$,"delis', 'sandwiches",1,0.774,green
JM Curley,/restaurants/jm-curley/,21 Temple Pl,42.35534,-71.062624,$$$,"american-traditional', 'burgers",0,0.08,yellow
JMP,/restaurants/jmp/,1095 Commonwealth Ave,42.352156,-71.124966,$$,indian,0,0.064,yellow
Jo Jo TaiPei,/restaurants/jo-jo-taipei/,103 Brighton Ave,42.352834,-71.130709,$$,"chinese', 'other",0,0.04,red
Joe Sent Me,/restaurants/joe-sent-me/,2388 Massachusetts Ave,42.396596,-71.129397,$$,"bar-food', 'burgers', 'sandwiches",1,0.744,green
Joe's American Bar & Grill,/restaurants/joes-american-bar-grill/,181 Newbury St,42.350441,-71.079474,$$$,"american-traditional', 'bar-food",0,0.026,red
Joe's American Bar & Grill,/restaurants/joes-american-bar-grill-2/,100 Atlantic Ave,42.361698,-71.052296,$$$,"american-traditional', 'bar-food",0,0.088,yellow
John Harvard's Brewery & Ale House,/restaurants/john-harvards-brewery-ale-house/,33 Dunster St,42.372496,-71.119377,$$$,"bar-food', 'burgers', 'american-traditional",0,0.084,yellow
Johnny D's,/restaurants/johnny-ds/,17 Holland St,42.39724,-71.123308,$$$,"american-new', 'gastropub', 'bar-food",0,0.092,yellow
Jose's Mexican Restaurant,/restaurants/joses-mexican-restaurant/,131 Sherman St,42.390418,-71.13291,$$,mexican,0,0.038,red
Joseph's Sub Shop And Pizza,/restaurants/josephs-sub-shop-and-pizza/,8 S Huntington Ave,42.33174,-71.111826,$$,"pizza', 'sandwiches', 'wings",0,0.032,red
Joshua's Deli,/restaurants/joshuas-deli/,44 Batterymarch St,42.357476,-71.053914,$$,"delis', 'sandwiches', 'middle-eastern",1,0.92,green
Journeyman,/restaurants/journeyman/,9 Sanborn Ct,42.379646,-71.094879,$$$$$,"american-new', 'local-organic', 'vegetarian-friendly",1,0.722,green
Joyful Garden,/restaurants/joyful-garden/,1234 Soldiers Field Rd,42.364248,-71.137158,$$,chinese,0,0.022,red
JP House of Pizza,/restaurants/jp-house-of-pizza/,775 Centre St,42.309897,-71.115396,$$,"pizza', 'sandwiches",0,0.07,yellow
JP Seafood Cafe,/restaurants/jp-seafood-cafe/,730 Centre St,42.310997,-71.114596,$$$,"japanese', 'sushi', 'korean",0,0.232,yellow
Juice,/restaurants/juice/,145 Dartmouth St,42.348411,-71.076715,$,"smoothies-juice-bar', 'health-food",1,0.738,green
Juice Republic,/restaurants/juice-republic/,32 Kneeland St,42.350712,-71.061817,$,other,0,0.026,red
Julep Bar,/restaurants/julep-bar/,200 High St,42.356763,-71.052591,$$$,"bar-food', 'gastropub', 'eclectic-international', 'cocktails",0,0.074,yellow
K-Town Chicken,/restaurants/k-town-chicken/,136 Harvard Ave,42.352112,-71.131814,$$$,"korean', 'chicken",0,0.034,red
KaBloom Flowers,/restaurants/kabloom-flowers/,305 HAVARD ST,42.343299,-71.122733,$,other,0,0.112,yellow
Kaju Tofu,/restaurants/kaju-tofu/,58 Harvard Ave,42.354293,-71.132298,$,korean,0,0.084,yellow
Kamado Super Fusion,/restaurants/kamado-super-fusion/,779 Centre St,42.310003,-71.115621,$$,"japanese', 'sushi', 'vegetarian-friendly",1,0.664,green
Kamiza,/restaurants/kamiza/,696 Washington St,42.338881,-71.134696,$$$$,"sushi', 'japanese",0,0.098,yellow
Kantin,/restaurants/kantin/,1095 Commonwealth Ave,42.352156,-71.124966,$,chinese,0,0.026,red
Karo's BBQ,/restaurants/karos-bbq/,Summer &amp; Hawley St,42.354948,-71.059743,$,middle-eastern,0,0.094,yellow
Kashmir Indian Restaurant,/restaurants/kashmir-indian-restaurant/,279 Newbury St,42.349151,-71.084308,$$$,"indian', 'vegetarian-friendly",1,0.82,green
Kaya,/restaurants/kaya-2/,1366 Beacon St,42.341766,-71.123205,$$$,"japanese', 'korean', 'sushi",0,0.046,red
Kayuga,/restaurants/kayuga/,1030 Commonwealth Ave,42.351779,-71.121562,$$$,"japanese', 'sushi', 'korean",0,0.042,red
Kaze,/restaurants/kaze/,1 Harrison Ave,42.353762,-71.061206,$$$,japanese,0,0.03,red
Kelley's Square Pub,/restaurants/kelleys-square-pub/,84 Bennington St,42.376174,-71.035723,$$,"american-traditional', 'barbecue', 'pizza",0,0.124,yellow
Kendall House of Pizza,/restaurants/kendall-house-of-pizza/,201 3rd St,42.367697,-71.081296,$,"pizza', 'sandwiches', 'american-traditional",0,0.162,yellow
Kendall Kitchen,/restaurants/kendall-kitchen/,201 Broadway,42.366097,-71.092896,$$,sandwiches,1,0.784,green
Kendall Market & Deli,/restaurants/kendall-market-deli/,290 Main St,42.36245,-71.086925,$,"delis', 'sandwiches', 'vegetarian-friendly",1,0.772,green
Kennedy Fried Chicken ,/restaurants/kennedy-fried-chicken/,377 Centre St,42.322314,-71.109078,$,"chicken', 'wings', 'sandwiches",1,0.67,green
Kennedy's on the Square,/restaurants/kennedys-on-the-square/,15 Dunster St,42.372915,-71.119073,$$$$$,"american-new', 'gastropub', 'bar-food",0,0.126,yellow
Khao Sarn Cuisine,/restaurants/khao-sarn-cuisine/,250 Harvard St,42.341397,-71.121196,$$$,thai,0,0.056,yellow
Ki Bistro,/restaurants/ki-bistro/,270 Babcock St,42.352727,-71.121137,$$,"asian-fusion', 'sandwiches",1,0.714,green
Kickass Cupcakes,/restaurants/kickass-cupcakes/,Location Varies,42.350235,-71.075041,$,desserts,0,0.018,red
Kigo Kitchen,/restaurants/kigo-kitchen/,360 Huntington Ave,42.339169,-71.088474,$$,asian-fusion,0,0.044,red
Kika Tapas,/restaurants/kika-tapas/,5 Broad Canal Way,42.363089,-71.082774,$$$$$,"spanish', 'small-plates-tapas",0,0.056,yellow
King & I,/restaurants/king-i/,145 Charles St,42.360371,-71.071115,$$,thai,0,0.142,yellow
King Fung Garden II,/restaurants/king-fung-garden-ii/,370 Boylston St,42.32983,-71.126703,$$,chinese,0,0.076,yellow
King St. Tavern,/restaurants/king-st-tavern/,1 Court St,42.358846,-71.057822,$$$,"american-new', 'cocktails",0,0.054,yellow
Kings,/restaurants/kings/,50 Dalton St,42.347067,-71.085658,$$$,"american-traditional', 'bar-food', 'pizza', 'wings",0,0.106,yellow
Kingston Station,/restaurants/kingston-station/,25 Kingston St,42.353599,-71.059328,$$$,"american-new', 'gastropub', 'cocktails",0,0.194,yellow
Kipo's,/restaurants/kipos/,106 Bunker Hill St,42.377696,-71.058638,$$,"pizza', 'sandwiches', 'seafood",0,0.04,red
Kitchen,/restaurants/kitchen/,560 Tremont St,42.343811,-71.07191,$$$$$,"american-traditional', 'cocktails",0,0.042,red
KO Catering and Pies,/restaurants/ko-catering-and-pies/,87 A St,42.342449,-71.054559,$,australian,0,0.106,yellow
KO Pies at the Shipyard,/restaurants/ko-pies-at-the-shipyard/,256 Marginal St,42.364053,-71.032113,$$,australian,0,0.06,yellow
Koch Cafe,/restaurants/koch-cafe/,500 Main St,42.362317,-71.089483,$$,"sandwiches', 'cafes-coffeehouses",1,0.496,green
Kolbeh of Kabob,/restaurants/kolbeh-of-kabob/,1500 Cambridge St,42.374196,-71.104996,$$,"persian', 'middle-eastern",0,0.246,green
Koo Koo,/restaurants/koo-koo/,7 Station St,42.332285,-71.118307,$,"middle-eastern', 'sandwiches', 'desserts",1,0.734,green
Koo Koo's Nest,/restaurants/koo-koos-nest/,361 Washington St,42.334053,-71.121985,$,cafes-coffeehouses,0,0.136,yellow
Korean Garden,/restaurants/korean-garden/,122 Harvard Ave,42.352288,-71.131868,$$$,korean,0,0.02,red
Koreana,/restaurants/koreana/,154 Prospect St,42.369397,-71.101196,$$$$,"korean', 'barbecue', 'sushi",0,0.058,yellow
Koy,/restaurants/koy/,16 North St,42.360722,-71.056457,$$$,"korean', 'asian-fusion",0,0.022,red
Kung Fu Tea,/restaurants/kung-fu-tea/,131 Harvard Ave,42.352264,-71.132009,$,"teahouses', 'thai",0,0.022,red
Kung Fu Tea,/restaurants/kung-fu-tea-2/,334 Massachusetts Ave,42.342518,-71.084359,$,"teahouses', 'thai",0,0.024,red
Kung Fu Tea,/restaurants/kung-fu-tea-3/,66 Kneeland St,42.350559,-71.060675,$,"teahouses', 'thai",0,0.024,red
Kupel's Bagel,/restaurants/kupels-bagel/,421 Harvard St,42.345397,-71.127397,$,"bagels', 'kosher', 'bakeries",0,0.1,yellow
Kwik-E Pizza & Sub Shop,/restaurants/kwik-e-pizza-sub-shop/,738 Huntington Ave,42.333935,-71.105427,$,"pizza', 'sandwiches', 'cheesesteaks",0,0.164,yellow
L'Espalier,/restaurants/lespalier/,774 Boylston St,42.348897,-71.081995,$$$$$,"french', 'new-england', 'seafood', 'vegetarian-friendly",1,0.198,yellow
L'Impasto,/restaurants/limpasto/,2263 Massachusetts Ave,42.394454,-71.126809,$$$,"italian', 'pizza",0,0.048,yellow
L'Osteria Ristorante,/restaurants/losteria-ristorante/,104 Salem St,42.364397,-71.055795,$$$$,italian,0,0.118,yellow
La Abundancia,/restaurants/la-abundancia/,59 Meridian St,42.371797,-71.038889,$$,south-american,0,0.03,red
La Befana Pizzeria,/restaurants/la-befana-pizzeria/,15 N Beacon St,42.35412,-71.137848,$$,pizza,0,0.034,red
LA Burdick,/restaurants/la-burdick-2/,220 Clarendon St,42.351112,-71.075597,$,"desserts', 'cafes-coffeehouses",0,0.032,red
LA Burdick,/restaurants/la-burdick/,52 Brattle St,42.374196,-71.121997,$,"desserts', 'cafes-coffeehouses",0,0.046,red
La Catrina,/restaurants/la-catrina/,1620 Commonwealth Ave,42.343029,-71.142937,$$,mexican,0,0.274,green
La Chiva,/restaurants/la-chiva/,259 Bennington St,42.378225,-71.029454,$,latin-american,0,0.054,yellow
La Famiglia Giorgio's,/restaurants/la-famiglia-giorgios-2/,112 Salem St,42.364596,-71.055778,$$$,"italian', 'pizza",0,0.082,yellow
La Frontera,/restaurants/la-frontera/,290 Bennington St,42.379033,-71.028608,$$,"mexican', 'italian",0,0.138,yellow
La Galleria 33,/restaurants/la-galleria-33/,125 Salem St,42.364791,-71.055769,$$$$,italian,0,0.032,red
La Hacienda,/restaurants/la-hacienda/,150 Meridian St,42.374078,-71.039204,$$,mexican,0,0.144,yellow
La Mamma,/restaurants/la-mamma/,190 Brighton Ave,42.353197,-71.134197,$,"pizza', 'italian",0,0.046,red
La Morra,/restaurants/la-morra/,48 Boylston St,42.331597,-71.117896,$$$$,italian,0,0.072,yellow
La Pastaria,/restaurants/la-pastaria/,1 Faneuil Hall Market Pl,42.359656,-71.055944,$$,italian,0,0.08,yellow
La Reina Cafeteria,/restaurants/la-reina-cafeteria/,80 Bennington St,42.376102,-71.036128,$$,"central-american', 'latin-american",0,0.024,red
La Sanghita,/restaurants/la-sanghita/,389 Maverick St,42.365695,-71.029044,$$,"health-food', 'vegetarian-friendly', 'vegan', 'salads",1,0.784,green
La Sultana Bakery,/restaurants/la-sultana-bakery/,40 Maverick Sq,42.37005,-71.03917,$,"bakeries', 'central-american', 'latin-american",0,0.06,yellow
La Summa,/restaurants/la-summa/,30 Fleet St,42.364595,-71.052892,$$$,italian,0,0.022,red
La Terraza,/restaurants/la-terrasa/,19 Bennington St,42.375323,-71.038453,$$,south-american,0,0.144,yellow
la Tour Eiffel,/restaurants/la-tour-eiffel-2/,Location Varies,42.36048,-71.059062,$$,crepes,0,0.256,green
La Tour Eiffel,/restaurants/la-tour-eiffel/,City Hall Plaza,42.359741,-71.059334,$$,crepes,0,0.092,yellow
La Voile,/restaurants/la-voile/,261 Newbury St,42.349397,-71.083447,$$$$$,french,0,0.068,yellow
Lala Rokh,/restaurants/lala-rokh/,97 Mt Vernon St,42.360034,-71.066394,$$$,persian,0,0.034,red
Lambert's Marketplace,/restaurants/lamberts-marketplace/,140 Tremont St,42.355597,-71.063095,$,"sandwiches', 'delis",1,0.688,green
Lamole ,/restaurants/lamole/,1105 Massachusetts Ave,42.370527,-71.113778,$$,"pizza', 'italian', 'sandwiches",0,0.052,yellow
Lanta Asian Cuisine,/restaurants/lanta-asian-cuisine/,38 Batterymarch St,42.357509,-71.05438,$$,thai,0,0.106,yellow
Larry J's BBQ Cafe,/restaurants/larry-js-bbq-cafe/,600 D St,42.348691,-71.039658,$$,"barbecue', 'southern-soul",0,0.112,yellow
Las Ventas,/restaurants/las-ventas/,700 Harrison Ave,42.338419,-71.070909,$$,"spanish', 'sandwiches",1,0.778,green
Latin Spoon,/restaurants/latin-spoon/,Location Varies,42.351119,-71.075454,$$,"latin-american', 'other",0,0.036,red
Latino Restaurant,/restaurants/latino-restaurant/,302 Centre St,42.32263,-71.103251,$$$$,"latin-american', 'central-american",0,0.13,yellow
Laugh Boston,/restaurants/laugh-boston/,425 Summer St,42.346086,-71.04328,$$$,"bar-food', 'cocktails",0,0.074,yellow
Laz Cafe,/restaurants/laz-cafe/,1744 Washington St,42.336542,-71.077095,$,"sandwiches', 'pizza",0,0.082,yellow
Le Patissier,/restaurants/le-patissier/,140 Boylston St,42.352397,-71.06632,$$,"cafes-coffeehouses', 'desserts",0,0.076,yellow
Le's Restaurant,/restaurants/les-restaurant/,36 JFK St,42.37267,-71.120123,$$,vietnamese,0,0.024,red
Le's Vietnamese Cuisine,/restaurants/les-vietnamese-cuisine/,35 Dunster St,42.372701,-71.120092,$$,vietnamese,0,0.014,red
Le's Vietnamese Cuisine,/restaurants/les-vietnamese-cuisine-3/,119 Newbury St,42.351278,-71.076489,$$,vietnamese,0,0.014,red
Le's Vietnamese Cuisine,/restaurants/les-vietnamese-cuisine-2/,137 Brighton Ave,42.352956,-71.131789,$$,vietnamese,0,0.014,red
Le's Vietnamese Cusine,/restaurants/les-vietnamese-cusine/,300 Boylston St,42.326237,-71.142633,$$,vietnamese,0,0.024,red
Lee's Burger Place,/restaurants/lees-burger-place/,1331 Beacon St,42.341831,-71.121468,$$,"burgers', 'hot-dogs', 'smoothies-juice-bar",0,0.108,yellow
Lefty's Silver Cart,/restaurants/leftys-silver-cart/,Atlantic Ave,42.353681,-71.053558,$,"sandwiches', 'local-organic",1,0.796,green
Legal C Bar,/restaurants/legal-c-bar/,1 Harborside Dr,42.363275,-71.025663,$$$,seafood,0,0.168,yellow
Legal Crossing,/restaurants/legal-crossing/,558 Washington St,42.353946,-71.06208,$$$$$,seafood,0,0.02,red
Legal Harborside,/restaurants/legal-harborside/,270 Northern Ave,42.348526,-71.038406,$$$,seafood,0,0.024,red
Legal Osteria,/restaurants/legal-osteria/,10 City Sq,42.372625,-71.062075,$$$$,"seafood', 'small-plates-tapas', 'italian",0,0.04,red
Legal Sea Foods,/restaurants/legal-sea-foods-6/,26 Park Pl,42.35136,-71.069564,$$$$,"seafood', 'new-england",0,0.03,red
Legal Sea Foods,/restaurants/legal-sea-foods-2/,20 University Rd,42.372482,-71.123688,$$$$,"seafood', 'new-england",0,0.032,red
Legal Sea Foods,/restaurants/legal-sea-foods/,5 Cambridge Center,42.363314,-71.087982,$$$$,"seafood', 'new-england",0,0.06,yellow
Legal Sea Foods,/restaurants/legal-sea-foods-5/,100 Huntington Ave,42.349197,-71.077095,$$$$,"seafood', 'new-england",0,0.078,yellow
Legal Sea Foods,/restaurants/legal-sea-foods-7/,255 State St,42.359691,-71.051926,$$$$,"seafood', 'new-england",0,0.04,red
Les Zygomates,/restaurants/les-zygomates/,129 South St,42.351059,-71.057682,$$$$$,"french', 'bistro",0,0.102,yellow
Life Alive Organic Cafe,/restaurants/life-alive-organic-cafe/,765 Massachusetts Ave,42.366447,-71.105696,$$,vegetarian-friendly,1,0.836,green
Lilian's Smokin' Rack Barbecue,/restaurants/lilians-smokin-rack-barbecue/,Location Varies,42.357965,-71.059398,$$,barbecue,0,0.056,yellow
Lilly's Gourmet Pasta Express,/restaurants/lillys-gourmet-pasta-express/,1528 Tremont St,42.33247,-71.100016,$$,"italian', 'pizza",0,0.154,yellow
Limoncello Ristorante,/restaurants/limoncello-ristorante/,190 North St,42.363407,-71.053924,$$$$$,italian,0,0.088,yellow
Limoo Tea Bar,/restaurants/limoo-tea-bar/,1032 Commonwealth Ave,42.351558,-71.122221,$$,"eclectic-international', 'teahouses",0,0.254,green
Lineage,/restaurants/lineage/,242 Harvard St,42.34113,-71.121129,$$$$$,"american-new', 'seafood', 'cocktails",0,0.032,red
Liquid Art House,/restaurants/liquid-art-house/,100 Arlington St,42.349949,-71.069676,$$$,eclectic-international,0,0.132,yellow
Lir Irish Pub & Restaurant,/restaurants/lir-irish-pub-restaurant/,903 Boylston St,42.348086,-71.085067,$$,irish,0,0.048,yellow
Little Lamb,/restaurants/little-lamb/,326 Cambridge St,42.360926,-71.069214,$$,asian-other,0,0.092,yellow
Little Pizza King,/restaurants/little-pizza-king/,389 Washington St,42.349257,-71.154711,$$,"pizza', 'sandwiches",0,0.198,yellow
Little Stevie's Pizza,/restaurants/little-stevies-pizza/,1114 Boylston St,42.347161,-71.088962,$,pizza,0,0.106,yellow
Lizard Lounge,/restaurants/lizard-lounge/,1667 Massachusetts Ave,42.382101,-71.119683,$$,bar-food,0,0.07,yellow
Lizzy's Ice Cream,/restaurants/lizzys-ice-cream/,29 Church St,42.37462,-71.120081,$,desserts,0,0.04,red
Lobsta Love,/restaurants/lobsta-love/,1 Oxford St,42.376311,-71.115948,$$,"new-england', 'seafood', 'sandwiches",1,0.676,green
Locale,/restaurants/locale/,352 Hanover St,42.365085,-71.053187,$$,"pizza', 'italian",0,0.138,yellow
Loconte's,/restaurants/locontes/,114-116 Salem St,42.364742,-71.055771,$$$,italian,0,0.026,red
Lolita,/restaurants/lolita/,271 Dartmouth St,42.35045,-71.077493,$$,"mexican', 'nuevo-latino",0,0.062,yellow
Lollicup,/restaurants/lollicup/,1095 Commonwealth Ave,42.352156,-71.124966,$,"cafes-coffeehouses', 'desserts",0,0.06,yellow
Lone Star Taco Bar,/restaurants/lone-star-taco-bar/,479 Cambridge St,42.353791,-71.136971,$$,mexican,0,0.06,yellow
Longhorn Steakhouse,/restaurants/longhorn-steakhouse/,401 Park Dr,42.344828,-71.104319,$$$,"steakhouses', 'american-traditional",0,0.066,yellow
Longwood,/restaurants/longwood/,342 Longwood Ave,42.338199,-71.106292,$$$,"american-traditional', 'pizza",0,0.066,yellow
Lord Hobo,/restaurants/lord-hobo/,92 Hampshire St,42.368797,-71.094996,$$$,"american-new', 'gastropub', 'cocktails",0,0.15,yellow
Loretta's Last Call,/restaurants/lorettas-last-call/,1 Lansdowne St,42.296739,-71.01806,$$$,southern-soul,0,0.058,yellow
Lower Depths Tap Room,/restaurants/lower-depths-tap-room/,476 Commonwealth Ave,42.348797,-71.093872,$$,"american-traditional', 'bar-food', 'hot-dogs",0,0.078,yellow
LTK,/restaurants/ltk/,225 Northern Ave,42.349069,-71.039633,$$,"seafood', 'american-new', 'new-england",0,0.03,red
LTK ,/restaurants/ltk-legals-test-kitchen/,1 Harborside Dr,42.363275,-71.025663,$$$,"seafood', 'new-england",0,0.02,red
Lucca,/restaurants/lucca-2/,116 Huntington Ave,42.349197,-71.077095,$$$$,italian,0,0.02,red
Lucca,/restaurants/lucca/,226 Hanover St,42.363157,-71.055314,$$$$$,italian,0,0.036,red
Lucia,/restaurants/lucia/,415 Hanover St,42.365749,-71.053157,$$$$,italian,0,0.02,red
Lucky Strike Lanes,/restaurants/lucky-strike-lanes/,145 Ipswich St,42.347172,-71.094238,$$$,"small-plates-tapas', 'american-traditional",0,0.054,yellow
Lucky's Lounge,/restaurants/luckys-lounge-2/,12 Harborside Dr,42.363256,-71.025254,$$$,american-traditional,0,0.08,yellow
Lucky's Lounge,/restaurants/luckys-lounge/,355 Congress St,42.350675,-71.048459,$$$,"american-traditional', 'bar-food', 'pizza",0,0.1,yellow
Lucy Ethiopian Cafe,/restaurants/lucy-ethiopian-cafe/,334 Massachusetts Ave,42.342297,-71.084562,$,"ethiopian', 'african', 'cafes-coffeehouses",0,0.334,green
Lulu's Allston,/restaurants/lulus-allston/,421 Cambridge St,42.355065,-71.134165,$$$,"gastropub', 'american-new",0,0.09,yellow
Lulu's Sweet Shoppe,/restaurants/lulus-sweet-shoppe/,57 Salem St,42.363218,-71.056415,$,"desserts', 'bakeries",0,0.034,red
Lulu's Sweet Shoppe,/restaurants/lulus-sweet-shoppe-2/,8593 Franklin St,42.355904,-71.055157,$,"desserts', 'bakeries",0,0.044,red
M&M Ribs,/restaurants/m-m-ribs/,Location Varies,42.345281,-71.069798,$$,"barbecue', 'southern-soul",0,0.034,red
M.C. Spiedo,/restaurants/mc-speido/,606 Congress St,42.347876,-71.039219,$$$$,italian,0,0.048,yellow
M.J. O'Conner's Irish Pub,/restaurants/mj-oconners-irish-pub/,27 Columbus Ave,42.351024,-71.069022,$$$,"irish', 'bar-food', 'cocktails",0,0.064,yellow
M.J. O'Connors Boston Pub,/restaurants/mj-oconnors-boston-pub/,425 Summer St,42.346086,-71.04328,$$$,"bar-food', 'irish",0,0.034,red
Machu Picchu,/restaurants/machu-picchu/,25 Union Sq,42.379957,-71.096607,$$,"peruvian', 'south-american",0,0.046,red
Madina Market's Kitchen,/restaurants/madina-markets-kitchen/,1095 Commonwealth Ave,42.352156,-71.124966,$$,"indian', 'middle-eastern",0,0.034,red
Maggiano's,/restaurants/maggianos/,4 Columbus Ave,42.351398,-71.068517,$$$$,italian,0,0.074,yellow
Maki Maki,/restaurants/maki-maki/,304 Western Ave,42.363073,-71.136026,$$$$$,"sushi', 'japanese",0,0.032,red
Makin' Jamaican,/restaurants/makin-jamaican/,Location Varies,42.379541,-71.064634,$$,jamaican,0,0.02,red
Maluken,/restaurants/maluken/,645 Beacon St,42.348731,-71.097068,$$$,"japanese', 'sushi",0,0.04,red
Mama Gina's,/restaurants/mama-ginas/,19 Union Sq,42.379651,-71.096496,$,"pizza', 'sandwiches', 'wings",0,0.056,yellow
Mama's Place,/restaurants/mamas-place/,764 Huntington Ave,42.333374,-71.10598,$,"greek', 'sandwiches', 'burgers",1,0.72,green
Mamma Maria,/restaurants/mamma-maria/,3 North Sq,42.36408,-71.053765,$$$$$,italian,0,0.044,red
Mandy & Joe's Delicatessen,/restaurants/mandy-joes-delicatessen/,328 Washington St,42.348974,-71.152167,$,diners-coffee-shops,0,0.182,yellow
Mangia,/restaurants/mangia/,537 Columbus Ave,42.341649,-71.080729,$,"pizza', 'sandwiches",0,0.19,yellow
Mangia Mangia,/restaurants/mangia-mangia/,147 Endicott St,42.365332,-71.057596,$,"italian', 'sandwiches",1,0.762,green
Map Room Cafe,/restaurants/map-room-cafe/,700 Boylston St,42.349497,-71.079795,$$,"sandwiches', 'bakeries', 'cafes-coffeehouses",1,0.722,green
Marco Polo,/restaurants/marco-polo/,274 Summer St,42.350336,-71.050271,$,"sandwiches', 'italian",1,0.79,green
Mare Oyster Bar,/restaurants/mare-oyster-bar/,135 Richmond St,42.363443,-71.054183,$$$$$,"seafood', 'italian",0,0.056,yellow
Maria's Pastry Shop,/restaurants/marias-pastry-shop/,46 Cross St,42.363131,-71.056625,$$$,"bakeries', 'italian",0,0.044,red
Maria's Taqueria,/restaurants/marias-taqueria/,226 Tremont St,42.351421,-71.065151,$,mexican,0,0.196,yellow
Mario's,/restaurants/marios/,347 Chelsea St,42.378214,-71.028965,$$$,italian,0,0.01,red
Mariposa Bakery,/restaurants/mariposa-bakery/,424 Massachusetts Ave,42.363644,-71.100831,$,"sandwiches', 'bakeries', 'cafes-coffeehouses",1,0.488,green
Market,/restaurants/market-2/,21 Broad St,42.358763,-71.054446,$$$$,american-new,0,0.022,red
Market,/restaurants/market/,100 Stuart St,42.351097,-71.065536,$$$$$,"american-new', 'italian', 'seafood",0,0.076,yellow
Marliave ,/restaurants/marliave/,10 Bosworth St,42.357397,-71.061295,$$$$,"american-new', 'italian",0,0.028,red
Martin's Coffee Shop,/restaurants/martins-coffee-shop/,35 Harvard St,42.334297,-71.119196,$,diners-coffee-shops,0,0.098,yellow
Martsa On Elm,/restaurants/martsa-on-elm/,233 Elm St,42.394952,-71.121453,$$$,tibetan,0,0.098,yellow
Mary Chung Restaurant,/restaurants/mary-chung-restaurant/,460 Massachusetts Ave,42.363909,-71.101255,$$,"chinese', 'dim-sum",0,0.118,yellow
Mary's Deli On the Charles,/restaurants/marys-deli-on-the-charles/,820 Memorial Dr,42.361759,-71.115718,$$,"delis', 'sandwiches', 'pizza",0,0.286,green
Masa,/restaurants/masa/,439 Tremont St,42.346826,-71.069128,$$$$,"southwestern', 'small-plates-tapas",0,0.05,yellow
Masala,/restaurants/masala/,1127 Broadway,42.403172,-71.126683,$$,"indian', 'other', 'vegetarian-friendly",1,0.722,green
Mashawi Grill,/restaurants/mashawi-grill/,157 Sutherland Rd,42.341131,-71.146901,$$,middle-eastern,0,0.094,yellow
Mass Ave Pita,/restaurants/mass-ave-pita-2/,197 Massachusetts Ave,42.345208,-71.087075,$,"mediterranean', 'middle-eastern', 'vegetarian-friendly",1,0.658,green
Mass Avenue Diner,/restaurants/mass-avenue-restaurant/,906 Massachusetts Ave,42.368327,-71.108816,$,diners-coffee-shops,0,0.422,green
